id,name,doi,paragraph,synonyms,language,authors
250,dplyr,10.1186/s40168-017-0387-y,"Descriptive statistics were performed using the dplyr [42], tidyr [43], and ggplot2 [44] packages of R [38].","R packages ‘dplyr’,R library dplyr,R packages dplyr,dplyr,dplyr R,R package dplyr,R package 'corrr' and 'dplyr,dplyr package,dplyr_0,PLYR,dplyr’,R library “dplyr,R Package dplyr,dplyr R-package,R-package ‘dplyr,dplyr42,R-package dplyr,R package “dplyr,R package “dplyr”,package dplyr,plyr,dplyr R package,dply,R package ‘dplyr,R package ‘dplyr’,dplyr19",R,"Val F. Lanza,Fernando Baquero,José Luis Martínez,Ricardo Ramos,Bruno González‐Zorn,Antoine Andremont,Antonio Sánchez-Valenzuela,S. Dusko Ehrlich,Sean P. Kennedy,Étienne Ruppé,Willem van Schaik,Rob J. L. Willems,Fernando de la Cruz,Teresa M. Coque"
251,dplyr,10.18632/aging.202739,"Data representation was performed with softwares R v3.6 and Rstudio v1.2.1335 using tidyverse, dplyr, ggplot2, ggpubr, complexheatmap and corrplot packages.","R packages ‘dplyr’,R library dplyr,R packages dplyr,dplyr,dplyr R,R package dplyr,R package 'corrr' and 'dplyr,dplyr package,dplyr_0,PLYR,dplyr’,R library “dplyr,R Package dplyr,dplyr R-package,R-package ‘dplyr,dplyr42,R-package dplyr,R package “dplyr,R package “dplyr”,package dplyr,plyr,dplyr R package,dply,R package ‘dplyr,R package ‘dplyr’,dplyr19",R,"Claudia Grajeda‐Iglesias,Sylvère Durand,Romain Daillère,Kristina Iribarren,Fabien Lemaître,Lisa Derosa,Fanny Aprahamian,Noélie Bossut,Nitharsshini Nirmalathasan,Frank Madeo,Laurence Zitvogel,Guido Kroemer"
252,dplyr,10.3389/fgene.2020.564301,"The DE matrix was input to ggplot (Wickham, 2006), ggrepel (Slowikowski, 2017), and dplyr (Wickham et al., 2017) to generate volcano plots to visualize DE patterns","R packages ‘dplyr’,R library dplyr,R packages dplyr,dplyr,dplyr R,R package dplyr,R package 'corrr' and 'dplyr,dplyr package,dplyr_0,PLYR,dplyr’,R library “dplyr,R Package dplyr,dplyr R-package,R-package ‘dplyr,dplyr42,R-package dplyr,R package “dplyr,R package “dplyr”,package dplyr,plyr,dplyr R package,dply,R package ‘dplyr,R package ‘dplyr’,dplyr19",,"Lachlan G. Gray,James D. Mills,Ashton Curry‐Hyde,Sasha Devore,Daniel Friedman,Maria Thom,Catherine Scott,Roland D. Thijs,Eleonora Aronica,Orrin Devinsky,Michael Janitz"
253,dplyr,10.3389/fneur.2017.00178,"All statistical calculations were performed using Rstudio (Rstudio, Boston, MA, USA) applying standard packages and packages “dplyr,” “BlandAltmanLeh,” “Stats,” and “ICC.”","R packages ‘dplyr’,R library dplyr,R packages dplyr,dplyr,dplyr R,R package dplyr,R package 'corrr' and 'dplyr,dplyr package,dplyr_0,PLYR,dplyr’,R library “dplyr,R Package dplyr,dplyr R-package,R-package ‘dplyr,dplyr42,R-package dplyr,R package “dplyr,R package “dplyr”,package dplyr,plyr,dplyr R package,dply,R package ‘dplyr,R package ‘dplyr’,dplyr19",R,"Aina S. Hansen,Jawad H. Butt,Sonja Holm‐Yildiz,William Kristian Karlsson,Christina Kruuse"
254,dplyr,10.3389/fphys.2020.00862,"The analysis was performed using R version 3.5.3 and tidyr (0.8.3), dplyr (0.8.1) and igraph (1.2.4.1).","R packages ‘dplyr’,R library dplyr,R packages dplyr,dplyr,dplyr R,R package dplyr,R package 'corrr' and 'dplyr,dplyr package,dplyr_0,PLYR,dplyr’,R library “dplyr,R Package dplyr,dplyr R-package,R-package ‘dplyr,dplyr42,R-package dplyr,R package “dplyr,R package “dplyr”,package dplyr,plyr,dplyr R package,dply,R package ‘dplyr,R package ‘dplyr’,dplyr19",R,"Barbara Niederdorfer,Vasundra Touré,Miguél Vázquez,Liv Thommesen,Martin Kuiper,Astrid Lægreid,Åsmund Flobak"
255,dplyr,10.3390/ijerph18168514,"Statistical analysis was performed with R software (version 3.6.0, 2018, R Core Team, Vienna; Austria) within R Studio interface using rio, tidyverse, dplyr, questionr, ggplot2, and ggpubr packages.","R packages ‘dplyr’,R library dplyr,R packages dplyr,dplyr,dplyr R,R package dplyr,R package 'corrr' and 'dplyr,dplyr package,dplyr_0,PLYR,dplyr’,R library “dplyr,R Package dplyr,dplyr R-package,R-package ‘dplyr,dplyr42,R-package dplyr,R package “dplyr,R package “dplyr”,package dplyr,plyr,dplyr R package,dply,R package ‘dplyr,R package ‘dplyr’,dplyr19",R,"María de la Calle,José Luis Bartha,Cristina M. López,Miriam Turiel Miranda,N. Arias Martínez,Silvia M. Arribas,David Ramiro‐Cortijo"
256,dplyr,10.3390/jpm11060512,"R-package ‘dplyr’ was used for data manipulation [28], and R-package ‘summarytools’ was used for frequencies tables, cross-tabulation, and other descriptive statistics [29]","R packages ‘dplyr’,R library dplyr,R packages dplyr,dplyr,dplyr R,R package dplyr,R package 'corrr' and 'dplyr,dplyr package,dplyr_0,PLYR,dplyr’,R library “dplyr,R Package dplyr,dplyr R-package,R-package ‘dplyr,dplyr42,R-package dplyr,R package “dplyr,R package “dplyr”,package dplyr,plyr,dplyr R package,dply,R package ‘dplyr,R package ‘dplyr’,dplyr19",R,"Getu Gamo Sagaro,Gopi Battineni,Marzio Di Canio,Francesco Amenta"
257,dplyr,10.3390/molecules26123564,"The general handling of the imported data was using packages from the tidyverse set of packages [65], specifically the packages tidyr [66], dplyr [67], purrr [68], and tibble [69].","R packages ‘dplyr’,R library dplyr,R packages dplyr,dplyr,dplyr R,R package dplyr,R package 'corrr' and 'dplyr,dplyr package,dplyr_0,PLYR,dplyr’,R library “dplyr,R Package dplyr,dplyr R-package,R-package ‘dplyr,dplyr42,R-package dplyr,R package “dplyr,R package “dplyr”,package dplyr,plyr,dplyr R package,dply,R package ‘dplyr,R package ‘dplyr’,dplyr19",,"Malwina Michalak,Martin Simon Kalteis,Aysel Ahadova,Matthias Kloor,Mark Kriegsmann,Katharina Kriegsmann,Uwe Warnken,Dominic Helm,Jürgen Kopitz"
258,dplyr,10.3390/pathogens9100841,"Data manipulation and analysis was done in R [44] using the packages dplyr [45], tidyverse [46] and forcats [47] for manipulation, epiR [48] for analysis and packages ggplot2 [49], rgdal [50], gridExtra [51], png [52], ggsn [53], maps [54] and maptools packages [55] for graphs and maps","R packages ‘dplyr’,R library dplyr,R packages dplyr,dplyr,dplyr R,R package dplyr,R package 'corrr' and 'dplyr,dplyr package,dplyr_0,PLYR,dplyr’,R library “dplyr,R Package dplyr,dplyr R-package,R-package ‘dplyr,dplyr42,R-package dplyr,R package “dplyr,R package “dplyr”,package dplyr,plyr,dplyr R package,dply,R package ‘dplyr,R package ‘dplyr’,dplyr19",R,"Shahista Nisa,David A. Wilkinson,Olivia Angelin‐Bonnet,Shevaun Paine,K. Cullen,Jackie Wright,Michael G. Baker,Jackie Benschop"
259,eQTLseq,10.1093/bioinformatics/btx355," eQTLseq requires appropriately transformed expression data as input, when a Normal model is selected",,,"Dimitrios V. Vavoulis,Jenny C. Taylor,Anna Schuh"
260,eQTLseq,10.1093/bioinformatics/btx355,All methods are implemented in the freely available Python software eQTLseq (https://github.com/dvav/eQTLseq).,,Python,"Dimitrios V. Vavoulis,Jenny C. Taylor,Anna Schuh"
261,eQTLseq,10.1093/bioinformatics/btx355,Availability and implementation All methods are implemented in the free software eQTLseq : https://github.com/dvav/eQTLseq Supplementary information Supplementary data are available at Bioinformatics online.,,,"Dimitrios V. Vavoulis,Jenny C. Taylor,Anna Schuh"
262,eQTLseq,10.1093/bioinformatics/btx355,eQTLseq (Fig,,,"Dimitrios V. Vavoulis,Jenny C. Taylor,Anna Schuh"
263,eQTLseq,10.1093/bioinformatics/btx355,"eQTLseq takes matrices X and Z (or Y, a transformed version of Z) as input and employs Gibbs sampling (Andrieu ) to estimate an M?×?K matrix of regression coefficients B",,,"Dimitrios V. Vavoulis,Jenny C. Taylor,Anna Schuh"
264,earth,10.1038/s41598-018-21530-7,The EARTH analysis was undertaken using the earth package in R,"Earthv1,Earthmine,EARTHDATA,Earthstar,EarthTech,earth Pro,EarthCube,Earth-WS,EarthCape,Earther,Earthmate,Earthscan,MEarth,Eartha,EarthStat,EarthTec®,EarthCARE,EART,EarthZyme,EARTHTIME,EarthSat,EarthLook,Earthstat,EARTHSTAT,Earthsky,R-package “earth,EarthDNA,Earth3P,Earth Pro,earthpy,EarthData,Earthrise,earth R,EarthCam,EarthCare,Earthworm,Earthox,EarthChem,Earthlink,Earth®,EarthEnv,Earthtm,Earthdata",R,"Matthew Tighe,Nicola Forster,Chris Guppy,Devin Savage,Peter Grave,Iain M. Young"
265,earth,10.1038/s41598-020-75476-w,"In this study, the ‘earth’ package, as well as the ‘sdm’ package, was used to spatial modeling of snow avalanche debris by the MARS model.","Earthv1,Earthmine,EARTHDATA,Earthstar,EarthTech,earth Pro,EarthCube,Earth-WS,EarthCape,Earther,Earthmate,Earthscan,MEarth,Eartha,EarthStat,EarthTec®,EarthCARE,EART,EarthZyme,EARTHTIME,EarthSat,EarthLook,Earthstat,EARTHSTAT,Earthsky,R-package “earth,EarthDNA,Earth3P,Earth Pro,earthpy,EarthData,Earthrise,earth R,EarthCam,EarthCare,Earthworm,Earthox,EarthChem,Earthlink,Earth®,EarthEnv,Earthtm,Earthdata",,"Bahram Choubin,Moslem Borji,Farzaneh Sajedi Hosseini,Amirhosein Mosavi,Adrienn Dineva"
266,earth,10.1155/2018/3719703,"Modeling was carried out with the use of computational intelligence tools available as packages in the Open Source statistical environment R [20], namely, fscaret [21], monmlp (Monotonic Artificial Neural Networks) [22], Cubist [23], randomForest (RF, Random Forest) [24], earth (MARS, Multivariate Adaptive Regression Splines) [25], rgp (Genetic Programming and Symbolic Regression) [26], and nloptr [27]","Earthv1,Earthmine,EARTHDATA,Earthstar,EarthTech,earth Pro,EarthCube,Earth-WS,EarthCape,Earther,Earthmate,Earthscan,MEarth,Eartha,EarthStat,EarthTec®,EarthCARE,EART,EarthZyme,EARTHTIME,EarthSat,EarthLook,Earthstat,EARTHSTAT,Earthsky,R-package “earth,EarthDNA,Earth3P,Earth Pro,earthpy,EarthData,Earthrise,earth R,EarthCam,EarthCare,Earthworm,Earthox,EarthChem,Earthlink,Earth®,EarthEnv,Earthtm,Earthdata",R,"Sebastian Polak,Barbara Wiśniowska,Aleksander Mendyk,Adam Pacławski,Jakub Szlęk"
267,earth,10.1186/1471-2156-9-71,"We found that the computational burden of RFs using the randomForest package in R is greater than that of MARS, using the earth package which is also implemented in R","Earthv1,Earthmine,EARTHDATA,Earthstar,EarthTech,earth Pro,EarthCube,Earth-WS,EarthCape,Earther,Earthmate,Earthscan,MEarth,Eartha,EarthStat,EarthTec®,EarthCARE,EART,EarthZyme,EARTHTIME,EarthSat,EarthLook,Earthstat,EARTHSTAT,Earthsky,R-package “earth,EarthDNA,Earth3P,Earth Pro,earthpy,EarthData,Earthrise,earth R,EarthCam,EarthCare,Earthworm,Earthox,EarthChem,Earthlink,Earth®,EarthEnv,Earthtm,Earthdata",R,"Bareng A. S. Nonyane,Andrea S. Foulkes"
268,earth,10.3390/healthcare9060710,"We used R package “stats”, “e1071”, “earth”, “rpart”, “XGBoost” to construct the prediction models LR, CART, SVR, MARS, and XGBoost, respectively.","Earthv1,Earthmine,EARTHDATA,Earthstar,EarthTech,earth Pro,EarthCube,Earth-WS,EarthCape,Earther,Earthmate,Earthscan,MEarth,Eartha,EarthStat,EarthTec®,EarthCARE,EART,EarthZyme,EARTHTIME,EarthSat,EarthLook,Earthstat,EARTHSTAT,Earthsky,R-package “earth,EarthDNA,Earth3P,Earth Pro,earthpy,EarthData,Earthrise,earth R,EarthCam,EarthCare,Earthworm,Earthox,EarthChem,Earthlink,Earth®,EarthEnv,Earthtm,Earthdata",R,"Yen-Chun Huang,Shao‐Jung Li,Mingchih Chen,Tian‐Shyug Lee"
269,edd-utils,10.3389/fbioe.2021.612893,The edd-utils package uses EDD's REST API to provide a DataFrame inside of your Jupyter notebook to visualize and manipulate as desired,,Python,"Somtirtha Roy,Tijana Radivojević,Mark Forrer,Jose Manuel Martí,Vamshi Jonnalagadda,Tyler W. H. Backman,William Morrell,Hector Plahar,Joonhoon Kim,Nathan J. Hillson,Héctor García Martín"
270,edd-utils,10.3389/fbioe.2021.612893,The users can run the export_study() function from the edd-utils package (see code availability) to download a study from a particular EDD instance,,,"Somtirtha Roy,Tijana Radivojević,Mark Forrer,Jose Manuel Martí,Vamshi Jonnalagadda,Tyler W. H. Backman,William Morrell,Hector Plahar,Joonhoon Kim,Nathan J. Hillson,Héctor García Martín"
271,enetLTS,10.1186/s12859-020-03653-9,"Conversely, regardless of the proportion of outliers, enetLTS had the highest outlier detection accuracy among the three methods.",R package enetLTS,,"Hongwei Sun,Yuehua Cui,Hui Wang,Haixia Liu,Tong Wang"
272,enetLTS,10.1186/s12859-020-03653-9,"Other genes selected by enetLTS, FOXA1 [25], GATA3 [25], SPDEF [26], FOXC1 [27], EN1 [28], HORMAD1 [29], KRT16 [30], and CT83 [31], have been reported to be related to TNBC",R package enetLTS,,"Hongwei Sun,Yuehua Cui,Hui Wang,Haixia Liu,Tong Wang"
273,enetLTS,10.1186/s12859-020-03653-9,"Overall, the outlier detection accuracy of Ensemble was worse than that of enetLTS",R package enetLTS,,"Hongwei Sun,Yuehua Cui,Hui Wang,Haixia Liu,Tong Wang"
274,enetLTS,10.1186/s12859-020-03653-9,"Results The accuracy of variable selection, outlier identification, and prediction of three methods (Ensemble, enetLTS, Rlogreg) were compared for simulated and an RNA-seq dataset",R package enetLTS,,"Hongwei Sun,Yuehua Cui,Hui Wang,Haixia Liu,Tong Wang"
275,enetLTS,10.1186/s12859-020-03653-9,"Variable selection accuracy of Rlogreg, enetLTS, and Ensemble when n = 500",R package enetLTS,,"Hongwei Sun,Yuehua Cui,Hui Wang,Haixia Liu,Tong Wang"
276,fastDummies,10.1016/j.prevetmed.2021.105395,"There were 57 categorical variables which were coded as 105 dummy variables for the elastic net models (Kassambara, 2018) using fastDummies (Kaplan, 2020)",,,"Kate Lewis,Martin Green,Johanna Witt,Laura Green"
277,fullfact,10.1002/ece3.1943,"The fullfact package more carefully examines the parameter space and can conduct other helpful analyses, including the assay of statistical power (both a priori using simulated data based on the literature and post hoc) for full factorial mating designs","Full Fact,fullfact package",,"Aimee Lee S. Houde,Trevor E. Pitcher"
278,fullfact,10.1002/ece3.1943,The fullfact package will ultimately facilitate and enhance the analyses of full factorial mating designs in R.,"Full Fact,fullfact package",R,"Aimee Lee S. Houde,Trevor E. Pitcher"
279,fullfact,10.1002/ece3.1943,"We also developed the fullfact package to incorporate fixed effects and nonnormal models, which are also underutilized for these types of analyses","Full Fact,fullfact package",,"Aimee Lee S. Houde,Trevor E. Pitcher"
280,fullfact,10.1002/ece3.1943,We introduce fullfact – an R package that addresses these issues and facilitates the analysis of full factorial mating designs with mixed‐effects models,"Full Fact,fullfact package",R,"Aimee Lee S. Houde,Trevor E. Pitcher"
281,fullfact,10.1002/ece3.1943,fullfact : an R package for the analysis of genetic and maternal variance components from full factorial mating designs,"Full Fact,fullfact package",R,"Aimee Lee S. Houde,Trevor E. Pitcher"
282,funFEM,10.1371/journal.pone.0242197,"Once again, funFEM and funHDDC produced a hard partition with posterior probabilities equal to either 0 or 1, thus highlighting their tendency to discover hard partitions.",,,"Paolo Giordani,Serena K. Perna,Annamaria Bianchi,Antonio Pizzulli,Salvatore Tripodi,Paolo Maria Matricardi"
283,funFEM,10.1371/journal.pone.0242197,"Specifically, funFEM and funHDDC assigned the patients to the clusters with posterior probabilities essentially equal to 1 even if, as already observed, some functionals shared the features of both the clusters and therefore more uncertainty in the cluster assignment would be desirable",,,"Paolo Giordani,Serena K. Perna,Annamaria Bianchi,Antonio Pizzulli,Salvatore Tripodi,Paolo Maria Matricardi"
284,furniture,10.1186/s12957-021-02391-3,"We used the R software environment for statistical analysis version 4.0.2 (2020-06-22) and the packages dplyr, furniture, and epiR",,R,"Isabela Panzeri Carlotti Buzatto,Francisco José Cândido dos Reis,Jurandyr Moreira de Andrade,Tamara Cristina Gomes Ferraz Rodrigues,Jéssica Maria Camargo Borba,Amanda Homse Netto,Marina Sconzo Polydoro,Daniel Guimarães Tiezzi"
285,furniture,10.2196/27977,"The data set was analyzed using RStudio 1.2.1335 [20] with additional packages (furniture [21], lme4 [22], ROCR [23], and randomForest [24]), and visualizations were created in Tableau 2020.3.2 [25]",,R,"Kristin N Gmunder,Jose W. Ruiz,Dido Franceschi,Maritza Suarez"
286,fwdpy,10.1371/journal.pgen.1006573,"The model was implemented using the Python package fwdpy version 0.0.4, which uses fwdpp[87] version 0.5.1 as a C++ back-end",fwdpy11,Python,"Jaleal Sanjak,Anthony D. Long,Kevin Thornton"
287,gdsCAD,10.3390/cells7080094,"The mask was manufactured by Delta Mask, Toppan, Netherlands, using a GDSII layout file that was created using the Python platform and gdsCAD 0.4.5 package containing the pattern designs; i.e., circle patterns with a diameter 50 ?m",,Python,"André du Toit,Sholto de Wet,Jan‐Hendrik S. Hofmeyr,K.K. Müller-Nedebock,Ben Loos"
288,geobr,10.1371/journal.pntd.0009700,"We produced the maps using R software, geobr package [31, 32], (MIT license https://ipeagit.github.io/geobr/).",,R,"Guilherme Lopes de Oliveira,Juliane F. Oliveira,Júlia Moreira Pescarini,Roberto F. S. Andrade,Joilda Silva Nery,Maria Yury Ichihara,Liam Smeeth,Elizabeth B. Brickley,Maurício L. Barreto,Gerson Oliveira Penna,Maria Lúcia Fernandes Penna,Mauro Niskier Sanchez"
289,geobr,10.1371/journal.pone.0257235,"Maps data obtained using geobr, an open-source respository of public domain, official spatial data sets of Brazil [24].",,,"Paulo J. S. Silva,Tiago Pereira,Claudia Sagastizábal,Luís Gustavo Nonato,Marcelo Cordova,Cláudio J. Struchiner"
290,geobr,10.3390/pathogens10080988,"Geographical maps and general plots were generated using R v3.6.1 [68], and the ggplot2 v3.3.2 [69], geobr v.1.4 [70], and sf v0.9.8 [71] packages",,R,"Vinícius Bonetti Franceschi,Gabriel Dickin Caldana,Christiano Perin,Alexandre Horn,Camila Peter,Gabriela Bettella Cybis,Patrícia Aline Gröhs Ferrareze,Liane Nanci Rotta,Flavio Cadegiani,Ricardo Ariel Zimerman,Claudia Elizabeth Thompson"
