id,name,doi,paragraph,authors_oa,authors,url (ground truth),annotator,comments,candidate_urls,language,synonyms,metadata_name,metadata_authors,metadata_keywords,metadata_description,metadata_language
108,QCluster,10.1186/s13015-014-0029-x,All these measures are implemented in a software called QCluster,"https://openalex.org/A5067815810,https://openalex.org/A5081882326,https://openalex.org/A5048282096","Matteo Comin,Andrea Leoni,Michele Schimd",https://github.com/CominLab/Qcluster,JelenaDuric,,nan,,"DCluster,WCluster,pCluster,ACluster,MCluster,Cluster®,SCluster,ClusterW,ClusterM,ClusterT,¥Cluster,iCluster,RCluster,FCluster,Clusters,hCluster,kCluster,aCluster,cCluster,1Cluster,Cluster8,xCluster,Cluster3,ClusterA,mCluster,:Cluster,XCluster,Cluste,eCluster,dCluster,UCluster,ClusterR,μCluster,sCluster,5Cluster,Cluster,PCluster,ClusterX",,,,,
109,QCluster,10.1186/s13015-014-0029-x,Both these approximations are implemented within the software QCluster and tests are presented in the Experimental Results section.,"https://openalex.org/A5067815810,https://openalex.org/A5081882326,https://openalex.org/A5048282096","Matteo Comin,Andrea Leoni,Michele Schimd",https://github.com/CominLab/Qcluster,JelenaDuric,,nan,,"DCluster,WCluster,pCluster,ACluster,MCluster,Cluster®,SCluster,ClusterW,ClusterM,ClusterT,¥Cluster,iCluster,RCluster,FCluster,Clusters,hCluster,kCluster,aCluster,cCluster,1Cluster,Cluster8,xCluster,Cluster3,ClusterA,mCluster,:Cluster,XCluster,Cluste,eCluster,dCluster,UCluster,ClusterR,μCluster,sCluster,5Cluster,Cluster,PCluster,ClusterX",,,,,
110,QCluster,10.1186/s13015-014-0029-x,Starting from this software we developed QCluster by incorporating the computation of the -type statistics described above using both AWP and AQP prior probability estimators and the redistribution of quality values.,"https://openalex.org/A5067815810,https://openalex.org/A5081882326,https://openalex.org/A5048282096","Matteo Comin,Andrea Leoni,Michele Schimd",https://github.com/CominLab/Qcluster,JelenaDuric,,nan,,"DCluster,WCluster,pCluster,ACluster,MCluster,Cluster®,SCluster,ClusterW,ClusterM,ClusterT,¥Cluster,iCluster,RCluster,FCluster,Clusters,hCluster,kCluster,aCluster,cCluster,1Cluster,Cluster8,xCluster,Cluster3,ClusterA,mCluster,:Cluster,XCluster,Cluste,eCluster,dCluster,UCluster,ClusterR,μCluster,sCluster,5Cluster,Cluster,PCluster,ClusterX",,,,,
111,QCluster,10.1186/s13015-014-0029-x,These statistics are implemented in a software called QCluster (http://www.dei.unipd.it/~ciompin/main/qcluster.html).,"https://openalex.org/A5067815810,https://openalex.org/A5081882326,https://openalex.org/A5048282096","Matteo Comin,Andrea Leoni,Michele Schimd",https://github.com/CominLab/Qcluster,JelenaDuric,,nan,,"DCluster,WCluster,pCluster,ACluster,MCluster,Cluster®,SCluster,ClusterW,ClusterM,ClusterT,¥Cluster,iCluster,RCluster,FCluster,Clusters,hCluster,kCluster,aCluster,cCluster,1Cluster,Cluster8,xCluster,Cluster3,ClusterA,mCluster,:Cluster,XCluster,Cluste,eCluster,dCluster,UCluster,ClusterR,μCluster,sCluster,5Cluster,Cluster,PCluster,ClusterX",,,,,
112,QCluster,10.1186/s13015-014-0029-x,"We apply QCluster using different distances, to the whole set of reads and then we measure the quality of the clusters produced by evaluating the extent to which the partitioning agrees with the natural splitting of the sequences","https://openalex.org/A5067815810,https://openalex.org/A5081882326,https://openalex.org/A5048282096","Matteo Comin,Andrea Leoni,Michele Schimd",https://github.com/CominLab/Qcluster,JelenaDuric,,nan,,"DCluster,WCluster,pCluster,ACluster,MCluster,Cluster®,SCluster,ClusterW,ClusterM,ClusterT,¥Cluster,iCluster,RCluster,FCluster,Clusters,hCluster,kCluster,aCluster,cCluster,1Cluster,Cluster8,xCluster,Cluster3,ClusterA,mCluster,:Cluster,XCluster,Cluste,eCluster,dCluster,UCluster,ClusterR,μCluster,sCluster,5Cluster,Cluster,PCluster,ClusterX",,,,,
113,R package STAR,10.1016/j.cub.2019.09.005,Reads from the RNA-sequencing experiments provided as raw fastq data were quality controlled and mapped to the M. truncatula reference genome version 4.0 (Mt4.0v1) [70] using R package STAR [61],"https://openalex.org/A5019330809,https://openalex.org/A5004606083,https://openalex.org/A5046964118,https://openalex.org/A5032540563,https://openalex.org/A5037051244,https://openalex.org/A5059141693,https://openalex.org/A5069643039,https://openalex.org/A5047139329,https://openalex.org/A5002054972,https://openalex.org/A5041355825,https://openalex.org/A5003679682,https://openalex.org/A5062304588,https://openalex.org/A5068484674,https://openalex.org/A5023714747,https://openalex.org/A5015269349","Katharina Schiessl,Jodi L. Stewart Lilley,Tak Lee,Ioannis Tamvakis,Wouter Kohlen,Paul Bailey,Aaron Thomas,Jakub Lupták,Ramakrishnan Karunakaran,Matthew D. Carpenter,Kirankumar S. Mysore,Jiangqi Wen,Sebastian E. Ahnert,Verônica A. Grieneisen,Giles Oldroyd",https://github.com/alexdobin/STAR,JelenaDjuric,,nan,R,"R package sn,R package CSAR,R package PK,R package VARS,R package CVST,R package SMAT,R package SC3,R package BaSTA,R package SC2P,R package BETAREG,R package RAR,R package SPEI,R package “p,R package ez,R package ‘STATS’,R package,,R package ca,R package FW,R package ARM,R package HH,R package SIS,R package SIM,R package SQUAREM,R package STRING,R package sm,R package SSCLUST,R package CARE,R package SICS,R package MAXSTAT,R package FD,R package JM,R package SMCP,R package AF,R package SCAM,R package SSDM,R package SOM,R package STATS,R package st,R package mt,R package MI,R package BB,R package (,R package MR,R package SoDA,R package SPIn,R package SSAR,R package STARTRAC,R package ks,R package SSN,R package SGAT,R package SCAN,R package g,R package tm,R package ML,R package np,R package SCDE,R package SKAT,R package BART,R package StTAMPP,R package VAST,R package:,R package sf,R package STPGA,R package1,R package SMUT,R package (R,R package MAR1,R package SAM,R package SCCA,R package DTA,R package HZAR,R package SIMR,R package3,R package DT,R package STANDARICH,R package CAR,R package SPP,R package AROC,R package SIAR,R package to,R package My,R package r,R package iq,R package ARES,R package FIAR,R package SVA,R package SP,R package q,R package TAM,R package Surv,R package DART,R packaged,R package SPARSim,R package SLHD,R package SIBR,R package SEM,R package2,R package EZ,R package SPARTAN,R package NB,R package of,R package sp,R package cn,R package NST,R package Stat,R package BF,R package SGL,R package SPARCC,R package R0,R package rq,R package SECR,R package SAFE,R package CA,R package SNMF,R package MST,R package R,R package SimR,R package SPIA,R package LD,R package STACKR,R package STAMPP,R package SITAR,R package MAST,R package mi,R package ga,R package STRATAG,R package BEST,R package GA,R package GO,R package MVST,R package openSTARS,R package SEG,R package CM,R package lm",,,,,
114,R2DT,10.3390/ijms22094686,"Both predicted structures were generated by R2DT using the lysine riboswitch template provided by Rfam [39,40].","https://openalex.org/A5047303066,https://openalex.org/A5035665980,https://openalex.org/A5007163296","Marta Irla,Sigrid Hakvåg,Trygve Brautaset",https://github.com/r2dt-bio/r2dt,JelenaDuric,,nan,,R2D,,,,,
115,RAINBOWR,10.1371/journal.pcbi.1007663,"A stable version of RAINBOWR is available from the CRAN (Comprehensive R Archive Network), https://cran.r-project.org/web/packages/RAINBOWR/index.html","https://openalex.org/A5025030223,https://openalex.org/A5084168371","Kosuke Hamazaki,Hiroyoshi Iwata","https://cran.r-project.org/package=RAINBOWR, https://github.com/KosukeHamazaki/RAINBOWR, https://github.com/cran/RAINBOWR",JelenaDuric,,nan,R,"Rainbow2,Rainbow,RAINBOWRMSD,RAINBOW,RAINBOWc,RainbowRMSD,RAINBOWb,RAINBO,BRAINBOW",,,,,
116,RAINBOWR,10.1371/journal.pcbi.1007663,"Our R package, RAINBOWR, was implemented using the R packages Rcpp version 1.0.2 [33–35] and RcppEigen version 0.3.3.5.0 [36] to reduce the computational time required for solving the multi-kernel mixed-effects model described below","https://openalex.org/A5025030223,https://openalex.org/A5084168371","Kosuke Hamazaki,Hiroyoshi Iwata","https://cran.r-project.org/package=RAINBOWR, https://github.com/KosukeHamazaki/RAINBOWR, https://github.com/cran/RAINBOWR",JelenaDuric,,nan,R,"Rainbow2,Rainbow,RAINBOWRMSD,RAINBOW,RAINBOWc,RainbowRMSD,RAINBOWb,RAINBO,BRAINBOW",,,,,
117,RAINBOWR,10.1371/journal.pcbi.1007663,Source codes for the R package RAINBOWR are deposited in S1 File,"https://openalex.org/A5025030223,https://openalex.org/A5084168371","Kosuke Hamazaki,Hiroyoshi Iwata","https://cran.r-project.org/package=RAINBOWR, https://github.com/KosukeHamazaki/RAINBOWR, https://github.com/cran/RAINBOWR",JelenaDuric,,nan,R,"Rainbow2,Rainbow,RAINBOWRMSD,RAINBOW,RAINBOWc,RainbowRMSD,RAINBOWb,RAINBO,BRAINBOW",,,,,
118,RAINBOWR,10.1371/journal.pcbi.1007663,"The latest version of RAINBOWR is also available from the “KosukeHamazaki/RAINBOWR” repository in the GitHub, https://github.com/KosukeHamazaki/RAINBOWR","https://openalex.org/A5025030223,https://openalex.org/A5084168371","Kosuke Hamazaki,Hiroyoshi Iwata","https://cran.r-project.org/package=RAINBOWR, https://github.com/KosukeHamazaki/RAINBOWR, https://github.com/cran/RAINBOWR",JelenaDuric,,nan,,"Rainbow2,Rainbow,RAINBOWRMSD,RAINBOW,RAINBOWc,RainbowRMSD,RAINBOWb,RAINBO,BRAINBOW",,,,,
119,RAINBOWR,10.1534/g3.120.401582,This model was implemented using the package RAINBOWR (Hamazaki and Iwata 2020) in R (R Core Team 2019).,"https://openalex.org/A5019351900,https://openalex.org/A5053467366,https://openalex.org/A5025030223,https://openalex.org/A5059015454,https://openalex.org/A5066073351,https://openalex.org/A5014579673,https://openalex.org/A5037060144,https://openalex.org/A5009115800,https://openalex.org/A5050737410,https://openalex.org/A5084168371","Motoyuki Ishimori,Hideki Takanashi,Kosuke Hamazaki,Yamato Atagi,Hiromi Kajiya‐Kanegae,Masaru Fujimoto,Junichi Yoneda,Tsuyoshi Tokunaga,Nobuhiro Tsutsumi,Hiroyoshi Iwata","https://cran.r-project.org/package=RAINBOWR, https://github.com/KosukeHamazaki/RAINBOWR, https://github.com/cran/RAINBOWR",JelenaDuric,,nan,R,"Rainbow2,Rainbow,RAINBOWRMSD,RAINBOW,RAINBOWc,RainbowRMSD,RAINBOWb,RAINBO,BRAINBOW",,,,,
120,Rdistance,10.7717/peerj.4746,"We conducted density analyses with the “Rdistance” package in R-statistical software (R Development Core Team, 2012; McDonald, Nielson & Carlisle, 2015)","https://openalex.org/A5006010324,https://openalex.org/A5031222255,https://openalex.org/A5062578802,https://openalex.org/A5021689907","Facundo Barbar,Gonzalo O. Ignazi,Fernando Hiraldo,Sergio A. Lambertucci","https://cran.r-project.org/package=Rdistance, https://github.com/tmcd82070/Rdistance/wiki, https://github.com/cran/Rdistance",JelenaDuric,,nan,R,"iDistance,IDistance,“Distance, distance,gdistance,Distances,gDistance,distance,Rdist,Distance",,,,,
121,Rtrack,10.1186/s40478-021-01190-x,"Analysis of search strategies with Rtrack revealed no significant differences one training day one, however rmTBI mice used significantly different search strategies by training days two (χ2 = 6.2, df = 2, p = 0.05) and three (χ2 = 33.9, df = 2, p < 0.0001) with rmTBI mice utilizing less allocentric strategies than shams by the end of training","https://openalex.org/A5069622435,https://openalex.org/A5072964837,https://openalex.org/A5085508118","Nicole Schwab,YoungJun Ju,Lili‐Naz Hazrati","https://cran.r-project.org/package=Rtrack, https://github.com/rupertoverall/Rtrack, https://github.com/cran/Rtrack",JelenaDuric,,nan,,"Track,ARTTrack,LSRtrack,Rtracklayer,RTrackLayer,CSRTrack,track",,,,,
122,SCINA,10.1016/j.ebiom.2021.103390,"B cells (CD19, MS4A1, CD79A), T cells (CD3D, CD3E, CD3G), CD4 T cells (CCR7, CD4, IL7R, FOXP3, IL2RA), CD8 T cells (CD8A, CD8B), Natural killer cells (KLRF1), Macs Monos DCs (TYROBP, FCER1G), Epithelial (SFTPA1, SFTPB, AGER, AQP4, SFTPC, SCGB3A2, KRT5, CYP2F1, CCDC153, TPPP3) cells were identified using relevant gene markers using SCINA algorithm [23]","https://openalex.org/A5102968085,https://openalex.org/A5041715212,https://openalex.org/A5019799870,https://openalex.org/A5046181484,https://openalex.org/A5076945086,https://openalex.org/A5032836294,https://openalex.org/A5012363290,https://openalex.org/A5037344658,https://openalex.org/A5028710077,https://openalex.org/A5004330405,https://openalex.org/A5053808692,https://openalex.org/A5019108499,https://openalex.org/A5059158572,https://openalex.org/A5008149142,https://openalex.org/A5044677503,https://openalex.org/A5058546353,https://openalex.org/A5071781603,https://openalex.org/A5047112099,https://openalex.org/A5030160770,https://openalex.org/A5062245393,https://openalex.org/A5043872346,https://openalex.org/A5013498569","Debashis Sahoo,Gajanan D. Katkar,Soni Khandelwal,Mahdi Behroozikhah,Amanraj Claire,Vanessa Castillo,Courtney Tindle,Mackenzie Fuller,Sahar Taheri,Thomas F. Rogers,Nathan Beutler,Sydney I. Ramirez,Stephen A. Rawlings,Victor Pretorius,Davey M. Smith,Dennis R. Burton,Laura E. Crotty Alexander,Jason M. Duran,Shane Crotty,Jennifer M. Dan,Soumita Das,Pradipta Ghosh","https://cran.r-project.org/package=SCINA, https://github.com/jcao89757/SCINA, https://github.com/cran/SCINA",JelenaDuric,,nan,,"CINA,SCINA R,SCINAto",,,,,
123,SCINA,10.1186/s13059-019-1795-z,"For the two PBMC datasets (Zheng 68K and Zheng sorted), the prior-knowledge classifiers Garnett, Moana, DigitalCellSorter, and SCINA could be evaluated and benchmarked with the rest of the classifiers","https://openalex.org/A5027121672,https://openalex.org/A5011991365,https://openalex.org/A5033794718,https://openalex.org/A5065426279,https://openalex.org/A5067900225,https://openalex.org/A5052699801,https://openalex.org/A5006562407","Tamim Abdelaal,Lieke Michielsen,Davy Cats,Dylan Hoogduin,Hailiang Mei,Marcel J. T. Reinders,Ahmed Mahfouz","https://cran.r-project.org/package=SCINA, https://github.com/jcao89757/SCINA, https://github.com/cran/SCINA",JelenaDuric,,nan,,"CINA,SCINA R,SCINAto",,,,,
124,SCINA,10.1186/s13059-020-02116-x,"For SCINA, we first performed quantile normalization on the log-transformed expression matrix and annotated the dataset with the LM22 gene signature","https://openalex.org/A5065580689,https://openalex.org/A5089037972,https://openalex.org/A5101969897,https://openalex.org/A5072919071,https://openalex.org/A5100389137,https://openalex.org/A5037008390,https://openalex.org/A5035655304,https://openalex.org/A5020882239,https://openalex.org/A5041427080,https://openalex.org/A5059400884,https://openalex.org/A5021521447,https://openalex.org/A5033532061,https://openalex.org/A5100718181,https://openalex.org/A5066070097,https://openalex.org/A5100338122,https://openalex.org/A5045575546","Chenfei Wang,Dongqing Sun,Xin Huang,Changxin Wan,Ziyi Li,Ya Han,Qian Qin,Jingyu Fan,Xintao Qiu,Yingtian Xie,Clifford A. Meyer,Myles Brown,Ming Tang,Henry W. Long,Tao Liu,X. Shirley Liu","https://cran.r-project.org/package=SCINA, https://github.com/jcao89757/SCINA, https://github.com/cran/SCINA",JelenaDuric,,nan,,"CINA,SCINA R,SCINAto",,,,,
125,SCINA,10.1186/s13059-021-02281-7,"This could be the reason that SCINA, a method that merely relies on the expression of marker genes, performed much worse than scSorter and Garnett","https://openalex.org/A5101815816,https://openalex.org/A5100362117","Hongyu Guo,Jun Li","https://cran.r-project.org/package=SCINA, https://github.com/jcao89757/SCINA, https://github.com/cran/SCINA",JelenaDuric,,nan,,"CINA,SCINA R,SCINAto",,,,,
126,SCINA,10.3390/genes10070531,"With more reference single cell datasets, such as those from the Tabula Muris project, supervised analyses of single cells, such as SCINA, will quickly become more feasible, useful and relevant.","https://openalex.org/A5040595606,https://openalex.org/A5034888691,https://openalex.org/A5002531434,https://openalex.org/A5075608569,https://openalex.org/A5101866776,https://openalex.org/A5059965081,https://openalex.org/A5043289990,https://openalex.org/A5080115662,https://openalex.org/A5017560383,https://openalex.org/A5074916693,https://openalex.org/A5088898639,https://openalex.org/A5069595062,https://openalex.org/A5073405615,https://openalex.org/A5046541559,https://openalex.org/A5100453525","Ze Zhang,Danni Luo,Xue Zhong,Jin Huk Choi,Yuanqing Ma,Stacy Wang,Elena Mahrt,Wei Guo,Eric Stawiski,Zora Modrušan,Somasekar Seshagiri,Payal Kapur,Gary C. Hon,James Brugarolas,Tao Wang","https://cran.r-project.org/package=SCINA, https://github.com/jcao89757/SCINA, https://github.com/cran/SCINA",JelenaDuric,,nan,,"CINA,SCINA R,SCINAto",,,,,
